SENTENCE,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
here directly saying moany is one thing at that time but may mon replied here that we will help you and I also replied here that government will also help if their situation will be critical but she reply again and told me that what use of here good health that if we cant use to for work and she continues to come on work till 2day of 1st lockdown,3,1,0.49999987500003124,0.05714285632653063,70,5.714285714285714,141.4857142857143,70,7,70,105,3,3.9857142857142858
She stops till when law forced here to stop here...my mom asked here yesterday when she comes to our medical shop to take medicine for her family,0,0,0.0,0.0,29,10.344827586206897,62.13793103448276,29,3,29,43,2,4.103448275862069
What you are doing know days she replied again in a beautiful way and told us that she said I going into gurdwara to for making food for a needed person with taking some sought of privation I asked why you are doing she replied that I am financial strong so that I can help other but I can do which I can do is work for other...this story give many views regarding the current working scenario,3,0,0.9999996666667778,0.03797468306361161,79,8.860759493670885,160.74430379746838,79,10,79,124,7,4.012658227848101
even I was thinking earlier we are going fave of life where we going to so lazy and more addicted of device yes we going to attend of these things but as our DNA and value system and living force to earn money for living or living for money is going to work as past this story till me that we going to past as future today is just phase which will pass out one day with some spreading difficulty and learning of life that give a clear picture that we not going to time world work stop in future and if we talk about the current scenario we still not our critical work yes we have to stop or we many cases we stop using unnecessary think,5,5,0.0,0.07812499938964844,128,10.15625,258.46250000000003,128,14,128,196,13,3.9765625
let discuss the current world work situation with some facts and figures...,1,0,0.9999990000010001,0.07692307100591762,13,7.6923076923076925,33.07692307692308,13,2,13,21,0,4.923076923076923
In the worst-case scenario the world economy could contract by 0,0,0,0.0,0.0,11,27.27272727272727,36.50909090909091,11,3,11,18,0,4.909090909090909
9 percent in 2020 the DESA said adding that the world economy had contracted by 1,0,0,0.0,0.0,16,6.25,34.9,16,2,16,20,0,4.125
7 percent during the global financial crisis in 2009,0,1,-0.9999990000010001,0.11111109876543349,9,11.11111111111111,25.244444444444447,9,1,9,14,0,4.888888888888889
this will result in a massive increase in the unemployment rate even some figure start to come regarding jobless like America till know project that they are going to be 2 crore jobless due to covid19 if this will continue till 3 moth more see face developing nation when the name of doping nation come to the first mae come into mind is India with reference of business stand article; we estimated the cost of lockdown nearly 17,1,2,-0.33333322222225925,0.03797468306361161,79,17.72151898734177,178.6886075949367,79,15,79,137,1,4.455696202531645
008 lakh crore or rupee 17 trillion dollar loss to a different sector of business if strictly lockdown is followed till 17 may lets see sector ways... the mining sector is going to affect completely with the loss of 0,0,3,-0.9999996666667778,0.07317072992266513,41,12.195121951219512,91.67804878048781,41,6,41,58,0,4.341463414634147
6975 lakh crore rupees only and manufacturing sector going face loss of 4,0,1,-0.9999990000010001,0.07692307100591762,13,7.6923076923076925,32.276923076923076,13,2,13,21,0,4.6923076923076925
86 lakh crore only construction cooling shut down for 2,0,0,0.0,0.0,10,20.0,30.0,10,2,10,14,0,4.6
385 lakh crore loss trade hotel transport business and broadcasting facing loss 5,0,2,-0.99999950000025,0.15384614201183525,13,15.384615384615385,38.55384615384616,13,2,13,21,0,5.3076923076923075
445 lakh crore financial real estate are going face loss of6,0,1,-0.9999990000010001,0.09090908264462885,11,18.181818181818183,31.272727272727277,11,2,11,20,0,4.545454545454546
3225 lakh crore which make total 17 lakh crore loss this finger is eagle to the total focal budget of the movement of India of 2015 and India estimate COVID 19 costs the 3 crore people jobless in India so imagine where we are going but still we have hope to get well soon because we know when to work or when to stop us,2,2,0.0,0.06153846059171599,65,13.846153846153847,133.13846153846154,65,9,65,98,4,3.923076923076923
My last opinion state work of word today affected but after some time we will at the same path where we in the past it just need some afford,2,0,0.99999950000025,0.06896551486325811,29,3.4482758620689653,57.37931034482759,29,2,29,43,3,3.8620689655172415
Blackcoffer Insights 17 Shubham Kumar and Anisha,0,0,0.0,0.0,7,28.57142857142857,30.62857142857143,7,2,7,13,0,6.0
The more you know about the past the better prepared you are for the future,1,0,0.9999990000010001,0.06666666222222252,15,13.333333333333334,35.333333333333336,15,3,15,26,0,4.066666666666666
Theodore Roosevelt As we speak the world finds itself engulfed in one of its worst crises in recent times,0,1,-0.9999990000010001,0.05263157617728546,19,10.526315789473683,46.21052631578948,19,3,19,33,1,4.578947368421052
The global COVID-19 pandemic has caused never-seen-before disruption in both public and economic life,0,1,-0.9999990000010001,0.07142856632653098,14,28.57142857142857,51.82857142857142,14,5,14,34,0,6.285714285714286
Not only have factories shut down or supply chains abruptly stopped or millions of workers stranded but festivals suspended families separated across countries and public-healthcare systems put under tremendous stress,0,2,-0.99999950000025,0.06666666444444451,30,13.333333333333334,92.13333333333334,30,9,30,64,0,6.266666666666667
Such a scenario is a first-time for many but the world has been through pandemics of a similar scale and nature before and after the due struggle emerged victoriously,0,1,-0.9999990000010001,0.034482757431629055,29,24.137931034482758,76.0551724137931,29,8,29,54,0,4.758620689655173
As the more experienced amongst us would remember the SARS and MERS outbreaks in the early 2000s presented a similar scenario although at a much lower rate of infection yet with higher rates of morbidity,0,1,-0.9999990000010001,0.028571427755102068,35,20.0,89.2,35,9,35,65,1,4.828571428571428
Going back further in time the 1918 Spanish Flu brought a world just out of the first world war to a standstill,0,1,-0.9999990000010001,0.045454543388429844,22,0.0,44.400000000000006,22,0,22,28,0,4.090909090909091
Considered to be the worst amongst modern-era pandemics the Influenza pandemic affected one-third of the worlds population and 50 million lives,0,1,-0.9999990000010001,0.04761904535147403,21,33.33333333333333,70.53333333333333,21,9,21,45,0,5.857142857142857
Yet preventive measures such as social-distancing quarantine mass-vaccinations public support and restraint have proved to be successful in all such situations even being effective in occasional plague outbreaks across the world,3,1,0.49999987500003124,0.12903225390218534,31,35.483870967741936,105.39354838709679,31,12,31,78,0,6.387096774193548
We face a similar situation today an extremely infectious virus which has already spread globally confined people to their homes and is causing tremendous economic loss every minute economic activity remains suspended affecting both the government and the industries alike,0,3,-0.9999996666667778,0.07499999812500005,40,40.0,124.80000000000001,40,19,40,94,1,5.825
Can past similar incidents guide industries in such trying times,0,0,0.0,0.0,10,30.0,37.6,10,4,10,20,0,5.5
Can our governments take note of how public-policy measures adopted during the Spanish flu SARS and MERS outbreak helped in eliminating such pandemics,1,1,0.0,0.08695651795841226,23,21.73913043478261,68.69565217391305,23,7,23,48,1,5.565217391304348
What can the Government learn,0,0,0.0,0.0,5,20.0,19.6,5,1,5,8,0,5.0
The panic due to the outbreak of COVID-19 and more importantly the lockdown measures to deal with it are quite similar to those during the 1918 Influenza Pandemic or as it is more commonly referred to as the Spanish Flu,0,2,-0.99999950000025,0.04999999875000003,40,15.0,93.60000000000001,40,8,40,70,0,4.5
Large cities around the world were put under strict lockdowns and businesses worldwide came to a grinding halt as large chunks of the population became bedridden,0,1,-0.9999990000010001,0.03846153698224858,26,19.230769230769234,72.0923076923077,26,7,26,50,0,5.230769230769231
The immediate consequences were the same as the ones observed in the past few weeks rampant unemployment supply shortages and heavy reliance on social security systems causing a sudden strain on national economic resources,0,2,-0.99999950000025,0.05882352768166096,34,23.52941176470588,98.21176470588236,34,12,34,75,0,5.5588235294117645
Impact & Learnings Information & Censorship Effective and transparent communications are one of the most crucial and useful tools in disease control,3,0,0.9999996666667778,0.13636363016528952,22,40.909090909090914,75.56363636363636,22,9,22,50,0,5.7727272727272725
Iran presents a great example of the damage that can be unleashed by a media-blackout,1,1,0.0,0.13333332444444504,15,20.0,42.0,15,4,15,29,0,4.733333333333333
Secondly censorship might not be the best way to appease the masses during such times,1,0,0.9999990000010001,0.06666666222222252,15,13.333333333333334,39.333333333333336,15,2,15,24,0,4.733333333333333
The long-term political impact of media censorship and manipulation of epidemic-related facts in China is yet to be seen,0,1,-0.9999990000010001,0.05263157617728546,19,21.052631578947366,56.42105263157895,19,5,19,41,0,5.368421052631579
Still the short-term international unrest and dissent have only deteriorated international relations,0,2,-0.99999950000025,0.16666665277777895,12,25.0,50.0,12,4,12,34,0,7.416666666666667
At the risk of quoting a cliche as well as the established Streisand effect the truth always comes out no matter how many countries try to hide it,1,2,-0.33333322222225925,0.10714285331632667,28,7.142857142857142,61.25714285714286,28,4,28,44,0,4.25
Isolation Lockdown & Distancing Mechanisms Work The Spanish Flu spread was aggravated due to the failure of policymakers in adopting effective containment measures,2,2,0.0,0.17391303591682453,23,34.78260869565217,79.11304347826088,23,10,23,54,0,6.130434782608695
Research shows that US cities which undertook measures to reduce contact amongst citizens in early-1918 displayed significantly lower peak death rates compared to cities that failed to or were too late to adopt disease containment policies,0,2,-0.99999950000025,0.05555555401234573,36,19.444444444444446,103.3777777777778,36,14,36,81,1,5.666666666666667
To quote the results from this 2007 study Consistent with this hypothesis cities in which multiple interventions were implemented at an early phase of the epidemic had peak death rates 50% lower than those that did not and had less-steep epidemic curves,1,3,-0.49999987500003124,0.09302325365062201,43,18.6046511627907,108.64186046511628,43,10,43,75,0,4.930232558139535
They also displayed lower cumulative mortality,0,0,0.0,0.0,6,33.33333333333333,31.733333333333334,6,3,6,16,0,6.833333333333333
1 Contrasting the Death Rates in Philadelphia v,0,1,-0.9999990000010001,0.12499998437500197,8,25.0,28.8,8,2,8,14,0,5.0
St,0,0,0.0,0.0,1,0.0,0.8,1,0,1,0,0,2.0
Louis during the 1918 Influenza Outbreak 1 Contrasting the Death Rates in Philadelphia v,0,2,-0.99999950000025,0.14285713265306196,14,35.714285714285715,49.485714285714295,14,5,14,28,0,5.357142857142857
St,0,0,0.0,0.0,1,0.0,0.8,1,0,1,0,0,2.0
Louis during the 1918 Influenza Outbreak As one might guess Philadelphia was late to levy restrictions on gatherings parades and social distancing measures whereas St,0,1,-0.9999990000010001,0.03999999840000006,25,36.0,80.80000000000001,25,11,25,55,0,5.68
Louis was not,0,0,0.0,0.0,3,33.33333333333333,18.53333333333333,3,1,3,5,0,3.6666666666666665
From the same study we see the definition of a popular phrase flattening the curve emerging which is spreading out the rate of infection over time enabling health care systems to treat people in a staggered manner in line with available resources,2,1,0.33333322222225925,0.0714285697278912,42,21.428571428571427,106.97142857142859,42,11,42,83,1,4.880952380952381
And to further corroborate this result the following graph from the same study shows the different trajectories followed by the disease in two cities of the US,0,0,0.0,0.0,27,14.814814814814813,69.52592592592593,27,7,27,48,1,4.925925925925926
Hence regardless of the multiple debunking claims of social-distancing & lockdown as an effective preventive mechanism previous epidemics have taught us that they perform a marvelous job at flattening the curve,2,0,0.99999950000025,0.06451612695109267,31,35.483870967741936,98.19354838709678,31,11,31,67,1,5.806451612903226
Premature Relaxation can be Disastrous Social Distancing & Lockdown measures are effective only if sustained at least for a few months even after things start to improve,2,1,0.33333322222225925,0.11111110699588492,27,25.925925925925924,77.97037037037038,27,9,27,56,0,5.296296296296297
Markel 2007 shows the disastrous consequences that the early relaxation of bans on public gatherings in St,0,1,-0.9999990000010001,0.05882352595155729,17,17.647058823529413,49.458823529411774,17,4,17,31,0,5.294117647058823
Louis had on death rates during the Spanish flu,0,1,-0.9999990000010001,0.11111109876543349,9,11.11111111111111,23.244444444444447,9,1,9,15,0,4.333333333333333
The pullback of social distancing measures to pursue economic interests was premature and caused a sudden unprecedented surge in the number of deaths due to the flu,1,0,0.9999990000010001,0.037037035665294975,27,22.22222222222222,74.4888888888889,27,9,27,56,0,5.111111111111111
2 Deaths due to the Spanish Flu in St,0,0,0.0,0.0,9,0.0,14.8,9,0,9,10,0,3.2222222222222223
Louis A Wider Picture,0,0,0.0,0.0,4,50.0,28.400000000000002,4,2,4,9,0,4.5
The black & grey lines show the duration for which social-distancing measures were active,0,0,0.0,0.0,14,21.428571428571427,44.17142857142858,14,4,14,28,0,5.428571428571429
2 Deaths due to the Spanish Flu in St,0,0,0.0,0.0,9,0.0,14.8,9,0,9,10,0,3.2222222222222223
Louis A Wider Picture,0,0,0.0,0.0,4,50.0,28.400000000000002,4,2,4,9,0,4.5
The black & grey lines show the duration for which social-distancing measures were active,0,0,0.0,0.0,14,21.428571428571427,44.17142857142858,14,4,14,28,0,5.428571428571429
Another peak in death rates was observed only in cities that had relaxed distancing measures prematurely,1,1,0.0,0.12499999218750048,16,18.75,49.1,16,7,16,35,0,5.5625
Hence it is crucial to consider this past artifact when governments compare the inconveniences to the public & damage caused to the economy due to such measures with the benefits to the nation in terms of human life saved and then make the call as to when the restrictions must be eased,2,1,0.33333322222225925,0.05769230658284026,52,19.230769230769234,122.0923076923077,52,14,52,91,0,4.519230769230769
What can the industry learn,0,0,0.0,0.0,5,0.0,10.8,5,0,5,7,0,4.6
The industry has played a key role in the obscure fight against the worldwide outbreak,0,2,-0.99999950000025,0.13333332444444504,15,26.666666666666668,45.06666666666667,15,4,15,27,0,4.8
But it faces its fair share of challenges in such unprecedented times,1,0,0.9999990000010001,0.08333332638888948,12,0.0,27.6,12,2,12,22,0,4.833333333333333
Supply Shortages due to shut-down of factories & production houses and the uncertainty of when production systems would resume to normal functioning,0,0,0.0,0.0,22,22.727272727272727,68.2909090909091,22,8,22,46,0,5.7727272727272725
Transport disruptions due to closure & quarantining of cities and state-borders; nation-wide lockdowns bringing all transportation to a standstill; significant disruptions in the supply-chains of most goods,1,1,0.0,0.06896551486325811,29,31.03448275862069,94.81379310344829,29,10,29,62,0,6.206896551724138
Labour issues with restrictions on movement come issues of labour welfare unrest and employment security,0,3,-0.9999996666667778,0.19999998666666757,15,46.666666666666664,60.266666666666666,15,9,15,36,0,6.0
This problem is even more serious if the labour force is migratory in nature,0,1,-0.9999990000010001,0.07142856632653098,14,28.57142857142857,41.82857142857143,14,4,14,27,0,4.5
Global industries have weathered through multiple natural disasters and two epidemics of a similar scale and nature,0,0,0.0,0.0,17,35.294117647058826,60.117647058823536,17,8,17,40,0,5.823529411764706
Their recovery-paths have immense strategic implications for current policy-makers and offer strategic insights helping companies chart out their short-term & long-term strategies,2,0,0.99999950000025,0.09090908677685969,22,27.27272727272727,82.50909090909092,22,8,22,53,0,7.181818181818182
3 This graph looks at the retail sales impact of the SARS epidemic in China in 2003; the earthquake tsunami and Fukushima nuclear disaster in Japan in 2011; and the MERS epidemic in South Korea in 201,0,3,-0.9999996666667778,0.0769230749506904,39,23.076923076923077,89.23076923076923,39,9,39,62,0,4.205128205128205
5 3 This graph looks at the retail sales impact of the SARS epidemic in China in 2003; the earthquake tsunami and Fukushima nuclear disaster in Japan in 2011; and the MERS epidemic in South Korea in 201,0,3,-0.9999996666667778,0.07499999812500005,40,22.5,89.80000000000001,40,9,40,62,0,4.125
5 Three phases characterise the impact on the retail market in all these three cases ShockRecoveryStabilization The paths inevitably converge to stabilization but follow different trajectories and are swayed by public perceptions and externalities as in the case of the mid-autumn festival in South Korea,0,1,-0.9999990000010001,0.022222221728395074,45,24.444444444444443,131.3777777777778,45,13,45,102,0,5.777777777777778
Looking at the retail sector from a micro-lens past crises show that demand trends vary amongst product categories both during and post the crisis,0,1,-0.9999990000010001,0.041666664930555625,24,12.5,63.400000000000006,24,4,24,41,0,5.125
The three categories usually follow such trends Demand Trends during & post a Pandemic-generated Crisis 4 Demand Trends during & post a Pandemic-generated Crisis 4 Demand Trends during & post a Pandemic-generated Crisis[1] These three trends are a valuable tool for both large scale players and regional retailers who now have the means to prioritize and predict consumer-demand and consequently alleviate a sudden strain on the product supply chain arising out of sudden & unexpected demands,1,5,-0.6666665555555741,0.07594936612722322,79,11.39240506329114,201.35696202531648,79,14,79,151,0,5.2784810126582276
Change in Consumer Behaviour A peculiar outcome of such epidemics have been the somewhat permanent changes instilled in consumer buying trends across the inflicted regions across product categories Fresh staples see a sharp rise in their demand and product hygiene & safety standards are ranked higher up in the consumers priority list,2,1,0.33333322222225925,0.05769230658284026,52,23.076923076923077,143.23076923076925,52,15,52,107,0,5.461538461538462
Hence the advantage lies with producers who can quickly integrate changed consumer-preferences in their products showcase product reliability & quality and priced competitively given the prevalent context,1,1,0.0,0.07407407133058995,27,29.629629629629626,93.45185185185186,27,9,27,64,0,6.592592592592593
Lastly previous pandemics have consolidated a long-standing theory which is true not just for the retail sector but for any consumer-centric industry that there is Consumer Loyalty is tried and tested during these times,1,0,0.9999990000010001,0.02941176384083048,34,17.647058823529413,94.65882352941178,34,7,34,65,0,5.470588235294118
Effective Consumer Relationship Management CRM can forge bonds that go a long way weathering through the thick and thin in such unprecedented times,1,0,0.9999990000010001,0.04347825897920613,23,21.73913043478261,67.49565217391306,23,6,23,44,0,5.434782608695652
Implications Almost two decades ago the SARS outbreak in China had pushed entrepreneurs and established players to embrace the dawn of the e-commerce era,1,1,0.0,0.08333332986111125,24,20.833333333333336,69.53333333333335,24,7,24,51,0,5.416666666666667
This outbreak is expected to accelerate further the shift from conventional brick-mortar based commerce to a centralized online cloud-store based mechanism,0,1,-0.9999990000010001,0.04761904535147403,21,38.095238095238095,77.23809523809524,21,10,21,51,0,6.428571428571429
Survival in the FMCG sector at least will be decided to a great extent by the breadth of the supply chain networks and the ability to overcome severe bottlenecks,2,1,0.33333322222225925,0.10344827229488716,29,17.24137931034483,71.29655172413793,29,6,29,47,0,4.586206896551724
The past has shown that even though established large-scale players with deep pockets and extensive networks have a likelier chance to tough it through these hard times even the regional players & SMEs make it through strengthened by community-support empathy and most importantly local relationships,2,1,0.33333322222225925,0.06666666518518523,45,15.555555555555555,126.22222222222223,45,9,45,88,0,5.688888888888889
What did we fail to learn,0,1,-0.9999990000010001,0.16666663888889352,6,0.0,10.0,6,0,6,8,1,3.3333333333333335
This global pandemic outbreak has made one thing painfully clear there is a lack of global collaborative research on ways to combat the spread of such infectious diseases,1,3,-0.49999987500003124,0.14285713775510223,28,21.428571428571427,76.57142857142857,28,7,28,57,0,5.107142857142857
In the words of Johan Neyts professor of virology and president of the Belgian-based International Society for Antiviral Research ISAR health authorities failed to incorporate the learnings of the SARS outbreak of the early 2000s partly because of the economic crisis of 2008 which squeezed funds from any potential research that could have been undertaken and partly because of the lack of seriousness in authorities in considering the efforts involved in dealing with the future expected breaks of coronavirus due to its seven different strains in existence,0,6,-0.9999998333333611,0.06896551644867223,87,26.436781609195403,234.17471264367816,87,30,87,185,0,5.436781609195402
The Way forward,0,0,0.0,0.0,3,0.0,6.0,3,0,3,4,0,4.333333333333333
All of these lessons come with a caveat Things change with time,0,0,0.0,0.0,12,8.333333333333332,28.53333333333333,12,1,12,19,0,4.333333333333333
The modes of communication have changed,0,0,0.0,0.0,6,16.666666666666664,22.266666666666666,6,1,6,14,0,5.666666666666667
Both information & travel is much more accessible now,1,0,0.9999990000010001,0.11111109876543349,9,22.22222222222222,30.088888888888892,9,2,9,17,0,5.0
We have fast planes & faster internet,2,0,0.99999950000025,0.285714244897965,7,14.285714285714285,20.514285714285716,7,1,7,11,1,4.428571428571429
We have better healthcare capabilities and a much better if not perfect healthcare system,3,0,0.9999996666667778,0.21428569897959293,14,14.285714285714285,41.31428571428572,14,3,14,29,1,5.428571428571429
In 1918 people didnt even know that a virus was causing the pandemic until much after its eradication,0,1,-0.9999990000010001,0.055555552469135974,18,22.22222222222222,49.28888888888889,18,4,18,32,0,4.666666666666667
Today we already have extensive research going on for 70 different probable vaccines for the virus with a record setting pace in clinical trials and approvals,0,1,-0.9999990000010001,0.03846153698224858,26,26.923076923076923,73.96923076923078,26,8,26,50,1,5.115384615384615
We are much better equipped than what we were 100 years ago and at the same time somewhat under-equipped to deal with it,1,0,0.9999990000010001,0.04347825897920613,23,4.3478260869565215,49.73913043478261,23,3,23,40,2,4.260869565217392
But these lessons from the various similar crises that humanity has faced and risen from act as a glimmer of hope in these dire times and if put to good use can aid in the fight against COVID-19,2,1,0.33333322222225925,0.07894736634349037,38,10.526315789473683,81.81052631578947,38,4,38,61,0,4.131578947368421
In the words of Howard Markel Theres never been a better time in human history to have a pandemic than today with the exception of next week or a month later,1,0,0.9999990000010001,0.032258063475546335,31,6.451612903225806,65.38064516129032,31,2,31,49,0,4.096774193548387
You want to kick that can down the road but its here today,0,0,0.0,0.0,13,0.0,23.200000000000003,13,0,13,17,0,3.5384615384615383
Blackcoffer Insights 17 Nishant Kumar SatyamVasu Golyan,0,0,0.0,0.0,7,28.57142857142857,33.42857142857143,7,2,7,15,0,7.0
The current topic that is burning the world alive is the deadly coronavirus,0,2,-0.99999950000025,0.15384614201183525,13,15.384615384615385,36.15384615384615,13,2,13,23,0,4.846153846153846
Let us first understand what this coronavirus actually is,0,0,0.0,0.0,9,33.33333333333333,36.13333333333333,9,3,9,17,1,5.444444444444445
According to the World Health Organization WHO the Coronavirus disease which is called the COVID-19 is an infectious disease which is caused by the newly discovered Coronavirus,0,0,0.0,0.0,27,25.925925925925924,80.77037037037037,27,9,27,59,0,5.555555555555555
The COVID-19 virus is a virus that affects different people of the world in different ways,0,2,-0.99999950000025,0.12499999218750048,16,18.75,43.5,16,3,16,26,0,4.6875
The COVID-19 disease is a respiratory disease and most of the infected people will develop mild to moderate symptoms and recover without even requiring special treatment,1,2,-0.33333322222225925,0.11538461094674572,26,42.30769230769231,84.52307692307693,26,12,26,57,0,5.538461538461538
The people who already have underlying medical conditions and those people who are over 60 years old have a higher risk of developing severe disease and death,0,3,-0.9999996666667778,0.11111110699588492,27,33.33333333333333,76.53333333333333,27,9,27,55,0,4.888888888888889
Common symptoms include fevertirednessdry cough,0,1,-0.9999990000010001,0.199999960000008,5,40.0,34.800000000000004,5,2,5,13,0,8.6
Other symptoms include shortness of breathaches and painssore throatand very few people in the world will report diarrhea nausea or a runny nose,0,2,-0.99999950000025,0.08695651795841226,23,26.08695652173913,68.03478260869565,23,7,23,45,0,5.304347826086956
The people living in this world who have only mild symptoms of this deadly disease but are otherwise healthy should self-isolate and contact their medical provider or a COVID-19 information line for advice on testing and referral,1,2,-0.33333322222225925,0.08108107888970058,37,24.324324324324326,101.32972972972973,37,9,37,72,0,5.216216216216216
The people who have a fever cough or difficulty breathing should call their doctor and seek medical attention,0,2,-0.99999950000025,0.11111110493827195,18,27.77777777777778,54.71111111111111,18,5,18,36,0,5.111111111111111
Some key lessons from the deadly disease Coronavirus In the last 3 months there has been a drastic change to human life all around the world,0,2,-0.99999950000025,0.07692307396449716,26,11.538461538461538,60.61538461538462,26,3,26,43,0,4.423076923076923
The coronavirus outbreak happening in the world is no more just an epidemic but it is also considered as a global pandemic now,0,2,-0.99999950000025,0.08695651795841226,23,21.73913043478261,59.09565217391305,23,6,23,43,0,4.521739130434782
The people everywhere in the world are being asked to stay home and stay away from other people so as to reduce the risk of infection,0,2,-0.99999950000025,0.07692307396449716,26,19.230769230769234,60.892307692307696,26,5,26,44,0,4.153846153846154
The deadly disease Coronavirus has brought with it a wave of negative outcomes terrible illness and death but at the same time it has also highlighted some important life lessons,1,5,-0.6666665555555741,0.19999999333333354,30,16.666666666666664,77.86666666666667,30,7,30,60,0,4.966666666666667
Some of them are as follows 1,0,0,0.0,0.0,7,0.0,11.600000000000001,7,0,7,9,0,3.2857142857142856
You should be willing to trade some of your freedom for the greater good of the public There is no doubt for anyone that it has been difficult for everyone in the world to stay at home,3,2,0.199999960000008,0.1351351314828343,37,13.513513513513514,79.00540540540541,37,5,37,60,0,4.0
Many people complaining about feeling bored and aimless,0,3,-0.9999996666667778,0.3749999531250059,8,62.5,47.0,8,5,8,20,0,6.0
Some people may even have the feeling that it is a breach of their individual rights being made to stay home,0,1,-0.9999990000010001,0.04761904535147403,21,14.285714285714285,48.91428571428571,21,3,21,37,0,4.190476190476191
However when it comes to the greater good one should always be willing to sacrifice a little bit of that freedom,3,0,0.9999996666667778,0.14285713605442207,21,19.047619047619047,52.41904761904762,21,4,21,37,0,4.380952380952381
A balance between individual rights and public safety is an ever-changing thing,0,0,0.0,0.0,12,33.33333333333333,44.93333333333334,12,4,12,25,0,5.666666666666667
Trade a little bit of your freedom for the greater good of the public,2,0,0.99999950000025,0.14285713265306196,14,14.285714285714285,33.31428571428571,14,2,14,23,0,4.0
2,0,0,0.0,0.0,1,0.0,0.4,1,0,1,0,0,1.0
You should wash your hands whether theres a virus or not General hygiene is always important,1,1,0.0,0.12499999218750048,16,18.75,44.300000000000004,16,3,16,29,0,4.8125
Not just when there is a virus,0,1,-0.9999990000010001,0.1428571224489825,7,0.0,12.0,7,0,7,9,0,3.4285714285714284
You should know the drill by now,0,0,0.0,0.0,7,0.0,12.8,7,0,7,8,0,3.7142857142857144
Wet your hands,0,0,0.0,0.0,3,0.0,5.6000000000000005,3,0,3,4,0,4.0
Lather them with soap,0,0,0.0,0.0,4,0.0,8.4,4,0,4,6,0,4.5
Scrub for 20 seconds,0,0,0.0,0.0,4,0.0,8.0,4,0,4,4,0,4.25
Rinse off,0,0,0.0,0.0,2,0.0,3.6,2,0,2,3,0,4.0
Dry with a clean towel,1,0,0.9999990000010001,0.199999960000008,5,0.0,8.8,5,0,5,6,0,3.6
Washing hands on a regular basis are really the best way to keep safe because soap is a very effective way to kill viruses,3,1,0.49999987500003124,0.1666666597222225,24,12.5,53.800000000000004,24,4,24,41,0,4.125
3,0,0,0.0,0.0,1,0.0,0.4,1,0,1,0,0,1.0
Working from home should be an option for many In this time of the global outbreak of the Coronavirus disease many people have learned that their jobs were possible to do from home,0,1,-0.9999990000010001,0.030303029384756687,33,18.181818181818183,79.27272727272728,33,7,33,60,0,4.484848484848484
Most jobs have a certain amount of work that can be done remotely,1,0,0.9999990000010001,0.07692307100591762,13,23.076923076923077,35.23076923076923,13,3,13,21,0,4.076923076923077
Without the virus in place there should still be some system in place that will promote work-life balance,0,1,-0.9999990000010001,0.055555552469135974,18,22.22222222222222,50.88888888888889,18,4,18,32,0,4.888888888888889
4,0,0,0.0,0.0,1,0.0,0.4,1,0,1,0,0,1.0
Taking that sick day from the work could save lives If you are feeling sick at any day in this situation it is highly beneficial that you just stay home,2,2,0.0,0.13333332888888902,30,10.0,64.8,30,3,30,48,0,4.1
It is a common feeling among lots of people that their office environment does not encourage taking sick days,1,1,0.0,0.10526315235457093,19,26.31578947368421,54.12631578947369,19,5,19,37,0,4.7894736842105265
Many people want to appear like martyrs to their managers,1,0,0.9999990000010001,0.09999999000000101,10,30.0,34.800000000000004,10,3,10,18,0,4.8
This mentality needs to stop,0,0,0.0,0.0,5,20.0,19.200000000000003,5,1,5,8,0,4.8
If you are sick just stay home,0,1,-0.9999990000010001,0.1428571224489825,7,0.0,12.0,7,0,7,10,0,3.4285714285714284
5,0,0,0.0,0.0,1,0.0,0.4,1,0,1,0,0,1.0
The Internet should be a basic right According to a study done by the University of Birmingham the right to Internet access also known as the right to broadband should be considered a human right,4,0,0.9999997500000625,0.11428571102040827,35,17.142857142857142,84.85714285714286,35,7,35,57,0,4.6
Many people from all over the world are unable to get online particularly the people who live in developing countries and so they lack meaningful ways to influence the global players shaping their everyday lives,1,2,-0.33333322222225925,0.0857142832653062,35,25.71428571428571,94.6857142857143,35,10,35,68,0,5.057142857142857
In addition to this during times like these it is especially important to be able to contact family friends and work from home if necessary,3,0,0.9999996666667778,0.11999999520000018,25,16.0,62.0,25,4,25,44,0,4.6
The Internet is the only way to do so,0,0,0.0,0.0,9,11.11111111111111,19.244444444444447,9,1,9,11,0,3.2222222222222223
6,0,0,0.0,0.0,1,0.0,0.4,1,0,1,0,0,1.0
The doctors and the researchers need to be paid better If this scary time has taught us anything its that doctors and researchers will be the ones who get us out of this mess,1,2,-0.33333322222225925,0.08823529152249143,34,5.88235294117647,71.95294117647059,34,2,34,50,2,4.147058823529412
The doctors and the researchers are the only ones who are working day and night to drive the recovery of the world,1,0,0.9999990000010001,0.045454543388429844,22,9.090909090909092,49.23636363636364,22,2,22,33,0,4.2272727272727275
At the moment hundreds of scientists scramble to find a coronavirus treatment,0,1,-0.9999990000010001,0.08333332638888948,12,25.0,40.800000000000004,12,3,12,23,0,5.5
